"","sample_id","cluster","M1_layer","MTG_layer_transfer"
"M1_SM-GE67E_S017_E1-50","SM-GE67E_S017_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE67E_S020_E1-50","SM-GE67E_S020_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE67E_S021_E1-50","SM-GE67E_S021_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE67E_S022_E1-50","SM-GE67E_S022_E1-50","Exc L3-5 FEZF2 ASGR2","L3","L5"
"M1_SM-GE67E_S025_E1-50","SM-GE67E_S025_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE67E_S028_E1-50","SM-GE67E_S028_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE67E_S029_E1-50","SM-GE67E_S029_E1-50","Exc L2-3 RORB RTKN2","L3","L4"
"M1_SM-GE67E_S035_E1-50","SM-GE67E_S035_E1-50","Exc L6 THEMIS SNTG2","L5","L6"
"M1_SM-GE67E_S036_E1-50","SM-GE67E_S036_E1-50","Exc L5 FEZF2 RNF144A-AS1","L5","L5"
"M1_SM-GE67E_S039_E1-50","SM-GE67E_S039_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE67E_S041_E1-50","SM-GE67E_S041_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE67E_S043_E1-50","SM-GE67E_S043_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE67E_S044_E1-50","SM-GE67E_S044_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE67E_S045_E1-50","SM-GE67E_S045_E1-50","Exc L5-6 THEMIS SMYD1","L5","L5"
"M1_SM-GE67E_S049_E1-50","SM-GE67E_S049_E1-50","Exc L5 THEMIS FGF10","L5","L6"
"M1_SM-GE67E_S051_E1-50","SM-GE67E_S051_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE67E_S052_E1-50","SM-GE67E_S052_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE67E_S054_E1-50","SM-GE67E_S054_E1-50","Exc L5 THEMIS VILL","L5","L6"
"M1_SM-GE67E_S055_E1-50","SM-GE67E_S055_E1-50","Exc L5 THEMIS VILL","L5","L6"
"M1_SM-GE67E_S057_E1-50","SM-GE67E_S057_E1-50","Exc L5-6 THEMIS SMYD1","L5","L6"
"M1_SM-GE67E_S058_E1-50","SM-GE67E_S058_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE67E_S059_E1-50","SM-GE67E_S059_E1-50","Exc L6 THEMIS SNTG2","L5","L5"
"M1_SM-GE67E_S060_E1-50","SM-GE67E_S060_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE67E_S063_E1-50","SM-GE67E_S063_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE67E_S073_E1-50","SM-GE67E_S073_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE67E_S074_E1-50","SM-GE67E_S074_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE67E_S077_E1-50","SM-GE67E_S077_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE67E_S078_E1-50","SM-GE67E_S078_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE67E_S079_E1-50","SM-GE67E_S079_E1-50","Exc L6 THEMIS SLN","L6","L5"
"M1_SM-GE67E_S082_E1-50","SM-GE67E_S082_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE67E_S085_E1-50","SM-GE67E_S085_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L5"
"M1_SM-GE67E_S087_E1-50","SM-GE67E_S087_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE67E_S089_E1-50","SM-GE67E_S089_E1-50","Exc L5 RORB MED8","L6","L5"
"M1_SM-GE67E_S090_E1-50","SM-GE67E_S090_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE67E_S094_E1-50","SM-GE67E_S094_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE67E_S097_E1-50","SM-GE67E_S097_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE67E_S098_E1-50","SM-GE67E_S098_E1-50","Exc L3-5 RORB LINC01202","L3","L4"
"M1_SM-GE67E_S100_E1-50","SM-GE67E_S100_E1-50","Exc L3-5 RORB RPRM","L3","L5"
"M1_SM-GE67E_S101_E1-50","SM-GE67E_S101_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE67E_S103_E1-50","SM-GE67E_S103_E1-50","Exc L3-5 RORB LAMA4","L3","L4"
"M1_SM-GE67E_S105_E1-50","SM-GE67E_S105_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE67E_S107_E1-50","SM-GE67E_S107_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE67E_S108_E1-50","SM-GE67E_S108_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE67E_S109_E1-50","SM-GE67E_S109_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE67E_S111_E1-50","SM-GE67E_S111_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE67E_S113_E1-50","SM-GE67E_S113_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE67E_S114_E1-50","SM-GE67E_S114_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE67E_S115_E1-50","SM-GE67E_S115_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE67E_S116_E1-50","SM-GE67E_S116_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE67E_S117_E1-50","SM-GE67E_S117_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE67E_S118_E1-50","SM-GE67E_S118_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE67E_S119_E1-50","SM-GE67E_S119_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE67E_S123_E1-50","SM-GE67E_S123_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE67E_S124_E1-50","SM-GE67E_S124_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE67E_S131_E1-50","SM-GE67E_S131_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE67E_S132_E1-50","SM-GE67E_S132_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE67E_S134_E1-50","SM-GE67E_S134_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE67E_S135_E1-50","SM-GE67E_S135_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE67E_S138_E1-50","SM-GE67E_S138_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE67E_S139_E1-50","SM-GE67E_S139_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE67E_S143_E1-50","SM-GE67E_S143_E1-50","Exc L5-6 THEMIS SMYD1","L5","L5"
"M1_SM-GE67E_S147_E1-50","SM-GE67E_S147_E1-50","Exc L6 FEZF2 KLK7","L5","L6"
"M1_SM-GE67E_S148_E1-50","SM-GE67E_S148_E1-50","Exc L5 FEZF2 RNF144A-AS1","L5","L5"
"M1_SM-GE67E_S150_E1-50","SM-GE67E_S150_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE67E_S151_E1-50","SM-GE67E_S151_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE67E_S153_E1-50","SM-GE67E_S153_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE67E_S154_E1-50","SM-GE67E_S154_E1-50","Exc L5 THEMIS VILL","L5","L5"
"M1_SM-GE67E_S155_E1-50","SM-GE67E_S155_E1-50","Exc L6 THEMIS LINC00343","L5","L6"
"M1_SM-GE67E_S156_E1-50","SM-GE67E_S156_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE67E_S157_E1-50","SM-GE67E_S157_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE67E_S158_E1-50","SM-GE67E_S158_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE67E_S159_E1-50","SM-GE67E_S159_E1-50","Exc L5 FEZF2 RNF144A-AS1","L5","L5"
"M1_SM-GE67E_S161_E1-50","SM-GE67E_S161_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE67E_S162_E1-50","SM-GE67E_S162_E1-50","Exc L5-6 FEZF2 LPO","L6","L6"
"M1_SM-GE67E_S163_E1-50","SM-GE67E_S163_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE67E_S164_E1-50","SM-GE67E_S164_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE67E_S165_E1-50","SM-GE67E_S165_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE67E_S166_E1-50","SM-GE67E_S166_E1-50","Exc L6 FEZF2 PROKR2","L6","L6"
"M1_SM-GE67E_S167_E1-50","SM-GE67E_S167_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE67E_S178_E1-50","SM-GE67E_S178_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE67E_S180_E1-50","SM-GE67E_S180_E1-50","Exc L6 FEZF2 PDYN","L6","L6"
"M1_SM-GE67E_S181_E1-50","SM-GE67E_S181_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE67E_S182_E1-50","SM-GE67E_S182_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE67E_S185_E1-50","SM-GE67E_S185_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE67E_S190_E1-50","SM-GE67E_S190_E1-50","Exc L6 THEMIS LINC00343","L6","L5"
"M1_SM-GE67E_S191_E1-50","SM-GE67E_S191_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91K_S003_E1-50","SM-GE91K_S003_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S004_E1-50","SM-GE91K_S004_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE91K_S005_E1-50","SM-GE91K_S005_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S006_E1-50","SM-GE91K_S006_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE91K_S009_E1-50","SM-GE91K_S009_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE91K_S010_E1-50","SM-GE91K_S010_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S011_E1-50","SM-GE91K_S011_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S014_E1-50","SM-GE91K_S014_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S016_E1-50","SM-GE91K_S016_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE91K_S017_E1-50","SM-GE91K_S017_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE91K_S018_E1-50","SM-GE91K_S018_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE91K_S019_E1-50","SM-GE91K_S019_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S021_E1-50","SM-GE91K_S021_E1-50","Exc L3-5 RORB TNNT2","L3","L6"
"M1_SM-GE91K_S022_E1-50","SM-GE91K_S022_E1-50","Exc L3-5 RORB LINC01202","L3","L5"
"M1_SM-GE91K_S023_E1-50","SM-GE91K_S023_E1-50","Exc L3 RORB OTOGL","L3","L5"
"M1_SM-GE91K_S025_E1-50","SM-GE91K_S025_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE91K_S026_E1-50","SM-GE91K_S026_E1-50","Exc L5-6 THEMIS TNFAIP6","L3","L5"
"M1_SM-GE91K_S027_E1-50","SM-GE91K_S027_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S029_E1-50","SM-GE91K_S029_E1-50","Exc L5 FEZF2 NREP-AS1","L3","L5"
"M1_SM-GE91K_S030_E1-50","SM-GE91K_S030_E1-50","Exc L3-5 RORB RPRM","L3","L4"
"M1_SM-GE91K_S031_E1-50","SM-GE91K_S031_E1-50","Exc L3-5 RORB RPRM","L3","L4"
"M1_SM-GE91K_S033_E1-50","SM-GE91K_S033_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE91K_S034_E1-50","SM-GE91K_S034_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE91K_S035_E1-50","SM-GE91K_S035_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE91K_S036_E1-50","SM-GE91K_S036_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S038_E1-50","SM-GE91K_S038_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE91K_S039_E1-50","SM-GE91K_S039_E1-50","Exc L5 FEZF2 PKD2L1","L3","L5"
"M1_SM-GE91K_S042_E1-50","SM-GE91K_S042_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE91K_S044_E1-50","SM-GE91K_S044_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE91K_S045_E1-50","SM-GE91K_S045_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE91K_S046_E1-50","SM-GE91K_S046_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE91K_S049_E1-50","SM-GE91K_S049_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE91K_S053_E1-50","SM-GE91K_S053_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE91K_S054_E1-50","SM-GE91K_S054_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE91K_S058_E1-50","SM-GE91K_S058_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE91K_S063_E1-50","SM-GE91K_S063_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE91K_S065_E1-50","SM-GE91K_S065_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE91K_S067_E1-50","SM-GE91K_S067_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE91K_S069_E1-50","SM-GE91K_S069_E1-50","Exc L5-6 FEZF2 OR1L8","L6","L6"
"M1_SM-GE91K_S073_E1-50","SM-GE91K_S073_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE91K_S074_E1-50","SM-GE91K_S074_E1-50","Exc L6 THEMIS SLN","L6","L6"
"M1_SM-GE91K_S075_E1-50","SM-GE91K_S075_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE91K_S076_E1-50","SM-GE91K_S076_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE91K_S077_E1-50","SM-GE91K_S077_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE91K_S078_E1-50","SM-GE91K_S078_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE91K_S089_E1-50","SM-GE91K_S089_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE91K_S091_E1-50","SM-GE91K_S091_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE91K_S092_E1-50","SM-GE91K_S092_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE91K_S093_E1-50","SM-GE91K_S093_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE91K_S094_E1-50","SM-GE91K_S094_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L6","L5"
"M1_SM-GE91K_S095_E1-50","SM-GE91K_S095_E1-50","Exc L5-6 FEZF2 OR1L8","L6","L6"
"M1_SM-GE91K_S100_E1-50","SM-GE91K_S100_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE91K_S101_E1-50","SM-GE91K_S101_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S105_E1-50","SM-GE91K_S105_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S109_E1-50","SM-GE91K_S109_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91K_S110_E1-50","SM-GE91K_S110_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE91K_S111_E1-50","SM-GE91K_S111_E1-50","Exc L3 LAMP5 CARM1P1","L2","L3"
"M1_SM-GE91K_S113_E1-50","SM-GE91K_S113_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S114_E1-50","SM-GE91K_S114_E1-50","Exc L3-5 RORB TNNT2","L3","L5"
"M1_SM-GE91K_S115_E1-50","SM-GE91K_S115_E1-50","Exc L5-6 THEMIS TNFAIP6","L3","L5"
"M1_SM-GE91K_S116_E1-50","SM-GE91K_S116_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S117_E1-50","SM-GE91K_S117_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S118_E1-50","SM-GE91K_S118_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE91K_S119_E1-50","SM-GE91K_S119_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE91K_S121_E1-50","SM-GE91K_S121_E1-50","Exc L5-6 THEMIS TNFAIP6","L3","L5"
"M1_SM-GE91K_S123_E1-50","SM-GE91K_S123_E1-50","Exc L3-5 RORB LINC01202","L3","L4"
"M1_SM-GE91K_S124_E1-50","SM-GE91K_S124_E1-50","Exc L5 FEZF2 NREP-AS1","L3","L5"
"M1_SM-GE91K_S125_E1-50","SM-GE91K_S125_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S126_E1-50","SM-GE91K_S126_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE91K_S127_E1-50","SM-GE91K_S127_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE91K_S129_E1-50","SM-GE91K_S129_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE91K_S130_E1-50","SM-GE91K_S130_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE91K_S131_E1-50","SM-GE91K_S131_E1-50","Exc L3-5 RORB RPRM","L3","L4"
"M1_SM-GE91K_S132_E1-50","SM-GE91K_S132_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L3","L5"
"M1_SM-GE91K_S133_E1-50","SM-GE91K_S133_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE91K_S135_E1-50","SM-GE91K_S135_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE91K_S149_E1-50","SM-GE91K_S149_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE91K_S150_E1-50","SM-GE91K_S150_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE91K_S154_E1-50","SM-GE91K_S154_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE91K_S157_E1-50","SM-GE91K_S157_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE91K_S158_E1-50","SM-GE91K_S158_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE91K_S163_E1-50","SM-GE91K_S163_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L5"
"M1_SM-GE91K_S164_E1-50","SM-GE91K_S164_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91K_S166_E1-50","SM-GE91K_S166_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91K_S167_E1-50","SM-GE91K_S167_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE91K_S169_E1-50","SM-GE91K_S169_E1-50","Exc L6 FEZF2 POGK","L6","L6"
"M1_SM-GE91K_S170_E1-50","SM-GE91K_S170_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91K_S171_E1-50","SM-GE91K_S171_E1-50","Exc L6 FEZF2 FFAR4","L6","L6"
"M1_SM-GE91K_S173_E1-50","SM-GE91K_S173_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91K_S174_E1-50","SM-GE91K_S174_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE91K_S175_E1-50","SM-GE91K_S175_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91K_S177_E1-50","SM-GE91K_S177_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE91K_S178_E1-50","SM-GE91K_S178_E1-50","Exc L5 FEZF2 RNF144A-AS1","L6","L5"
"M1_SM-GE91K_S182_E1-50","SM-GE91K_S182_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91M_S097_E1-50","SM-GE91M_S097_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE91M_S098_E1-50","SM-GE91M_S098_E1-50","Exc L2-3 RORB PTPN3","L2","L3"
"M1_SM-GE91M_S099_E1-50","SM-GE91M_S099_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S100_E1-50","SM-GE91M_S100_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S102_E1-50","SM-GE91M_S102_E1-50","Exc L2 LINC00507 ATP7B","L2","L3"
"M1_SM-GE91M_S104_E1-50","SM-GE91M_S104_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE91M_S106_E1-50","SM-GE91M_S106_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S108_E1-50","SM-GE91M_S108_E1-50","Exc L3 LAMP5 CARM1P1","L2","L3"
"M1_SM-GE91M_S110_E1-50","SM-GE91M_S110_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S111_E1-50","SM-GE91M_S111_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S114_E1-50","SM-GE91M_S114_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE91M_S115_E1-50","SM-GE91M_S115_E1-50","Exc L3 LAMP5 CARM1P1","L2","L3"
"M1_SM-GE91M_S117_E1-50","SM-GE91M_S117_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE91M_S118_E1-50","SM-GE91M_S118_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE91M_S119_E1-50","SM-GE91M_S119_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S121_E1-50","SM-GE91M_S121_E1-50","Exc L5 THEMIS RGPD6","L5","L5"
"M1_SM-GE91M_S124_E1-50","SM-GE91M_S124_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L5"
"M1_SM-GE91M_S127_E1-50","SM-GE91M_S127_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L5"
"M1_SM-GE91M_S131_E1-50","SM-GE91M_S131_E1-50","Exc L5 THEMIS RGPD6","L5","L5"
"M1_SM-GE91M_S132_E1-50","SM-GE91M_S132_E1-50","Exc L5 THEMIS RGPD6","L5","L5"
"M1_SM-GE91M_S135_E1-50","SM-GE91M_S135_E1-50","Exc L5-6 FEZF2 OR1L8","L5","L6"
"M1_SM-GE91M_S137_E1-50","SM-GE91M_S137_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L5"
"M1_SM-GE91M_S139_E1-50","SM-GE91M_S139_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE91M_S140_E1-50","SM-GE91M_S140_E1-50","Exc L5-6 FEZF2 OR1L8","L5","L6"
"M1_SM-GE91M_S141_E1-50","SM-GE91M_S141_E1-50","Exc L5 THEMIS RGPD6","L5","L5"
"M1_SM-GE91M_S143_E1-50","SM-GE91M_S143_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L6"
"M1_SM-GE91M_S145_E1-50","SM-GE91M_S145_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE91M_S146_E1-50","SM-GE91M_S146_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE91M_S147_E1-50","SM-GE91M_S147_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE91M_S149_E1-50","SM-GE91M_S149_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE91M_S150_E1-50","SM-GE91M_S150_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE91M_S151_E1-50","SM-GE91M_S151_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE91M_S153_E1-50","SM-GE91M_S153_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S154_E1-50","SM-GE91M_S154_E1-50","Exc L2 LINC00507 GLRA3","L2","L6"
"M1_SM-GE91M_S157_E1-50","SM-GE91M_S157_E1-50","Exc L2-3 RORB RTKN2","L2","L3"
"M1_SM-GE91M_S159_E1-50","SM-GE91M_S159_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE91M_S161_E1-50","SM-GE91M_S161_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE91M_S163_E1-50","SM-GE91M_S163_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE91M_S165_E1-50","SM-GE91M_S165_E1-50","Exc L6 THEMIS LINC00343","L6","L5"
"M1_SM-GE91M_S166_E1-50","SM-GE91M_S166_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE91M_S167_E1-50","SM-GE91M_S167_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE91M_S178_E1-50","SM-GE91M_S178_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE91M_S179_E1-50","SM-GE91M_S179_E1-50","Exc L6 THEMIS SLN","L6","L6"
"M1_SM-GE91M_S180_E1-50","SM-GE91M_S180_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE91M_S181_E1-50","SM-GE91M_S181_E1-50","Exc L6 THEMIS LINC00343","L6","L5"
"M1_SM-GE91M_S182_E1-50","SM-GE91M_S182_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE91M_S183_E1-50","SM-GE91M_S183_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE91M_S185_E1-50","SM-GE91M_S185_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
